# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = basic_SIR_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = /var/folders/b3/ljynthyj3ybc9hscwx_wgr440000gp/T/RtmpOSOaqQ/standata-c7f76f041cc0.json
# init = 2 (Default)
# random
#   seed = 1646622467
# output
#   file = /var/folders/b3/ljynthyj3ybc9hscwx_wgr440000gp/T/RtmpOSOaqQ/basic-SIR-202104141116-4-52183c.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 v2.26.1
# stancflags = --name=basic-SIR_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma,beta,phi_inv,y.1.1,y.2.1,y.3.1,y.4.1,y.5.1,y.6.1,y.7.1,y.8.1,y.9.1,y.10.1,y.11.1,y.12.1,y.13.1,y.14.1,y.15.1,y.16.1,y.17.1,y.18.1,y.19.1,y.20.1,y.21.1,y.22.1,y.23.1,y.24.1,y.25.1,y.26.1,y.27.1,y.28.1,y.29.1,y.30.1,y.31.1,y.32.1,y.33.1,y.34.1,y.35.1,y.36.1,y.37.1,y.38.1,y.39.1,y.40.1,y.41.1,y.42.1,y.43.1,y.44.1,y.45.1,y.46.1,y.47.1,y.48.1,y.49.1,y.50.1,y.51.1,y.52.1,y.53.1,y.54.1,y.55.1,y.56.1,y.57.1,y.58.1,y.59.1,y.60.1,y.61.1,y.62.1,y.63.1,y.64.1,y.65.1,y.66.1,y.67.1,y.68.1,y.69.1,y.70.1,y.71.1,y.72.1,y.73.1,y.74.1,y.75.1,y.76.1,y.77.1,y.78.1,y.79.1,y.80.1,y.81.1,y.82.1,y.83.1,y.84.1,y.85.1,y.86.1,y.87.1,y.88.1,y.89.1,y.90.1,y.91.1,y.92.1,y.93.1,y.94.1,y.95.1,y.96.1,y.97.1,y.98.1,y.99.1,y.100.1,y.101.1,y.102.1,y.103.1,y.1.2,y.2.2,y.3.2,y.4.2,y.5.2,y.6.2,y.7.2,y.8.2,y.9.2,y.10.2,y.11.2,y.12.2,y.13.2,y.14.2,y.15.2,y.16.2,y.17.2,y.18.2,y.19.2,y.20.2,y.21.2,y.22.2,y.23.2,y.24.2,y.25.2,y.26.2,y.27.2,y.28.2,y.29.2,y.30.2,y.31.2,y.32.2,y.33.2,y.34.2,y.35.2,y.36.2,y.37.2,y.38.2,y.39.2,y.40.2,y.41.2,y.42.2,y.43.2,y.44.2,y.45.2,y.46.2,y.47.2,y.48.2,y.49.2,y.50.2,y.51.2,y.52.2,y.53.2,y.54.2,y.55.2,y.56.2,y.57.2,y.58.2,y.59.2,y.60.2,y.61.2,y.62.2,y.63.2,y.64.2,y.65.2,y.66.2,y.67.2,y.68.2,y.69.2,y.70.2,y.71.2,y.72.2,y.73.2,y.74.2,y.75.2,y.76.2,y.77.2,y.78.2,y.79.2,y.80.2,y.81.2,y.82.2,y.83.2,y.84.2,y.85.2,y.86.2,y.87.2,y.88.2,y.89.2,y.90.2,y.91.2,y.92.2,y.93.2,y.94.2,y.95.2,y.96.2,y.97.2,y.98.2,y.99.2,y.100.2,y.101.2,y.102.2,y.103.2,y.1.3,y.2.3,y.3.3,y.4.3,y.5.3,y.6.3,y.7.3,y.8.3,y.9.3,y.10.3,y.11.3,y.12.3,y.13.3,y.14.3,y.15.3,y.16.3,y.17.3,y.18.3,y.19.3,y.20.3,y.21.3,y.22.3,y.23.3,y.24.3,y.25.3,y.26.3,y.27.3,y.28.3,y.29.3,y.30.3,y.31.3,y.32.3,y.33.3,y.34.3,y.35.3,y.36.3,y.37.3,y.38.3,y.39.3,y.40.3,y.41.3,y.42.3,y.43.3,y.44.3,y.45.3,y.46.3,y.47.3,y.48.3,y.49.3,y.50.3,y.51.3,y.52.3,y.53.3,y.54.3,y.55.3,y.56.3,y.57.3,y.58.3,y.59.3,y.60.3,y.61.3,y.62.3,y.63.3,y.64.3,y.65.3,y.66.3,y.67.3,y.68.3,y.69.3,y.70.3,y.71.3,y.72.3,y.73.3,y.74.3,y.75.3,y.76.3,y.77.3,y.78.3,y.79.3,y.80.3,y.81.3,y.82.3,y.83.3,y.84.3,y.85.3,y.86.3,y.87.3,y.88.3,y.89.3,y.90.3,y.91.3,y.92.3,y.93.3,y.94.3,y.95.3,y.96.3,y.97.3,y.98.3,y.99.3,y.100.3,y.101.3,y.102.3,y.103.3,phi,R0,recovery_time,pred_cases.1,pred_cases.2,pred_cases.3,pred_cases.4,pred_cases.5,pred_cases.6,pred_cases.7,pred_cases.8,pred_cases.9,pred_cases.10,pred_cases.11,pred_cases.12,pred_cases.13,pred_cases.14,pred_cases.15,pred_cases.16,pred_cases.17,pred_cases.18,pred_cases.19,pred_cases.20,pred_cases.21,pred_cases.22,pred_cases.23,pred_cases.24,pred_cases.25,pred_cases.26,pred_cases.27,pred_cases.28,pred_cases.29,pred_cases.30,pred_cases.31,pred_cases.32,pred_cases.33,pred_cases.34,pred_cases.35,pred_cases.36,pred_cases.37,pred_cases.38,pred_cases.39,pred_cases.40,pred_cases.41,pred_cases.42,pred_cases.43,pred_cases.44,pred_cases.45,pred_cases.46,pred_cases.47,pred_cases.48,pred_cases.49,pred_cases.50,pred_cases.51,pred_cases.52,pred_cases.53,pred_cases.54,pred_cases.55,pred_cases.56,pred_cases.57,pred_cases.58,pred_cases.59,pred_cases.60,pred_cases.61,pred_cases.62,pred_cases.63,pred_cases.64,pred_cases.65,pred_cases.66,pred_cases.67,pred_cases.68,pred_cases.69,pred_cases.70,pred_cases.71,pred_cases.72,pred_cases.73,pred_cases.74,pred_cases.75,pred_cases.76,pred_cases.77,pred_cases.78,pred_cases.79,pred_cases.80,pred_cases.81,pred_cases.82,pred_cases.83,pred_cases.84,pred_cases.85,pred_cases.86,pred_cases.87,pred_cases.88,pred_cases.89,pred_cases.90,pred_cases.91,pred_cases.92,pred_cases.93,pred_cases.94,pred_cases.95,pred_cases.96,pred_cases.97,pred_cases.98,pred_cases.99,pred_cases.100,pred_cases.101,pred_cases.102,pred_cases.103
# Adaptation terminated
# Step size = 0.0137269
# Diagonal elements of inverse mass matrix:
# 0.00261193, 0.00260339, 0.0161619
-1209.66,0.998269,0.0137269,8,255,0,1210.08,1.54761,1.58722,0.275345,2.10107e+08,2.10081e+08,2.10054e+08,2.10026e+08,2.09997e+08,2.09967e+08,2.09936e+08,2.09903e+08,2.09869e+08,2.09834e+08,2.09798e+08,2.0976e+08,2.09721e+08,2.0968e+08,2.09638e+08,2.09595e+08,2.09549e+08,2.09503e+08,2.09454e+08,2.09404e+08,2.09352e+08,2.09299e+08,2.09243e+08,2.09186e+08,2.09127e+08,2.09066e+08,2.09003e+08,2.08938e+08,2.08871e+08,2.08802e+08,2.08731e+08,2.08659e+08,2.08583e+08,2.08506e+08,2.08427e+08,2.08346e+08,2.08262e+08,2.08177e+08,2.08089e+08,2.07999e+08,2.07908e+08,2.07814e+08,2.07718e+08,2.0762e+08,2.0752e+08,2.07418e+08,2.07314e+08,2.07209e+08,2.07101e+08,2.06992e+08,2.06881e+08,2.06769e+08,2.06655e+08,2.06539e+08,2.06422e+08,2.06304e+08,2.06185e+08,2.06065e+08,2.05943e+08,2.05821e+08,2.05698e+08,2.05574e+08,2.0545e+08,2.05325e+08,2.052e+08,2.05075e+08,2.0495e+08,2.04825e+08,2.04699e+08,2.04575e+08,2.0445e+08,2.04326e+08,2.04203e+08,2.0408e+08,2.03958e+08,2.03837e+08,2.03718e+08,2.03599e+08,2.03482e+08,2.03365e+08,2.03251e+08,2.03137e+08,2.03026e+08,2.02916e+08,2.02807e+08,2.02701e+08,2.02596e+08,2.02493e+08,2.02392e+08,2.02293e+08,2.02196e+08,2.02101e+08,2.02008e+08,2.01917e+08,2.01828e+08,2.01741e+08,2.01656e+08,2.01574e+08,2.01493e+08,2.01415e+08,2.01338e+08,2.01264e+08,2.01191e+08,15970,16608.6,17269.2,17952.5,18658.8,19388.5,20142.1,20919.9,21722.3,22549.6,23402.1,24280.1,25183.7,26113,27068.1,28049.2,29056,30088.5,31146.5,32229.7,33337.7,34470.1,35626.3,36805.6,38007.3,39230.4,40473.9,41736.7,43017.5,44314.9,45627.3,46953,48290.3,49637.1,50991.4,52350.9,53713.2,55075.8,56436.1,57791.1,59138.2,60474.2,61796.1,63100.7,64384.7,65644.8,66877.6,68079.6,69247.4,70377.7,71467.1,72512.2,73509.6,74456.3,75348.9,76184.7,76960.6,77674.2,78322.8,78904.3,79416.4,79857.4,80225.7,80519.9,80739,80882.3,80949.2,80939.5,80853.3,80691,80453.3,80141,79755.4,79297.9,78770.3,78174.6,77512.8,76787.4,76001.1,75156.5,74256.5,73304.2,72302.6,71254.9,70164.6,69034.9,67869.1,66670.8,65443.3,64189.8,62913.7,61618.2,60306.5,58981.7,57646.9,56304.9,54958.5,53610.5,52263.2,50919.2,49580.8,48250,46929,24235.2,49441.9,75653.9,102906,131233,160671,191257,223028,256022,290276,325831,362724,400996,440687,481835,524482,568668,614431,661811,710849,761582,814049,868287,924333,982222,1.04199e+06,1.10366e+06,1.16727e+06,1.23285e+06,1.30043e+06,1.37002e+06,1.44166e+06,1.51536e+06,1.59114e+06,1.669e+06,1.74897e+06,1.83104e+06,1.91522e+06,2.00151e+06,2.08991e+06,2.18039e+06,2.27295e+06,2.36756e+06,2.46421e+06,2.56286e+06,2.66348e+06,2.76603e+06,2.87047e+06,2.97674e+06,3.08479e+06,3.19455e+06,3.30597e+06,3.41897e+06,3.53347e+06,3.6494e+06,3.76667e+06,3.88518e+06,4.00484e+06,4.12557e+06,4.24724e+06,4.36976e+06,4.49301e+06,4.6169e+06,4.74129e+06,4.86608e+06,4.99116e+06,5.11639e+06,5.24168e+06,5.36688e+06,5.4919e+06,5.6166e+06,5.74088e+06,5.86462e+06,5.9877e+06,6.11003e+06,6.23148e+06,6.35196e+06,6.47137e+06,6.5896e+06,6.70658e+06,6.8222e+06,6.93639e+06,7.04907e+06,7.16016e+06,7.2696e+06,7.37732e+06,7.48326e+06,7.58737e+06,7.6896e+06,7.78992e+06,7.88827e+06,7.98464e+06,8.07899e+06,8.1713e+06,8.26154e+06,8.34972e+06,8.43582e+06,8.51983e+06,8.60176e+06,8.6816e+06,8.75937e+06,8.83507e+06,8.90872e+06,3.63181,1.02559,0.646156,17906,19400,23259,959,27657,10037,50265,30205,29826,30246,10729,9840,12270,31895,24620,32259,26192,17083,20064,21410,24875,13876,20997,45148,51822,53209,74831,13301,85369,59484,4632,26447,38078,73460,38969,21366,15317,79642,91141,26011,69770,81998,60585,58794,70209,89991,73148,19606,79355,145239,30825,84195,84888,133218,61209,88028,61976,99929,92620,147387,41818,184702,28009,53632,132827,59024,98371,33937,30959,22212,107364,32012,103650,128992,122360,74076,49364,35716,98672,86541,52152,45280,31435,39821,133784,40379,63138,86317,25060,54885,144624,145542,39037,82073,47790,55787,59485,51520,37705,27104,29492,62410,44656
-1211.51,0.830146,0.0137269,3,11,0,1211.98,1.54833,1.58467,0.27724,2.10107e+08,2.10081e+08,2.10055e+08,2.10027e+08,2.09999e+08,2.09969e+08,2.09938e+08,2.09907e+08,2.09874e+08,2.0984e+08,2.09805e+08,2.09768e+08,2.09731e+08,2.09692e+08,2.09652e+08,2.0961e+08,2.09568e+08,2.09523e+08,2.09478e+08,2.09431e+08,2.09382e+08,2.09332e+08,2.09281e+08,2.09228e+08,2.09173e+08,2.09117e+08,2.09059e+08,2.09e+08,2.08939e+08,2.08876e+08,2.08811e+08,2.08745e+08,2.08677e+08,2.08608e+08,2.08537e+08,2.08464e+08,2.08389e+08,2.08312e+08,2.08234e+08,2.08154e+08,2.08073e+08,2.0799e+08,2.07905e+08,2.07818e+08,2.0773e+08,2.0764e+08,2.07549e+08,2.07456e+08,2.07362e+08,2.07267e+08,2.0717e+08,2.07072e+08,2.06972e+08,2.06871e+08,2.06769e+08,2.06667e+08,2.06563e+08,2.06458e+08,2.06352e+08,2.06246e+08,2.06139e+08,2.06031e+08,2.05923e+08,2.05814e+08,2.05705e+08,2.05596e+08,2.05486e+08,2.05377e+08,2.05267e+08,2.05158e+08,2.05049e+08,2.0494e+08,2.04832e+08,2.04723e+08,2.04616e+08,2.04509e+08,2.04403e+08,2.04298e+08,2.04193e+08,2.0409e+08,2.03987e+08,2.03886e+08,2.03785e+08,2.03686e+08,2.03588e+08,2.03492e+08,2.03397e+08,2.03303e+08,2.03211e+08,2.0312e+08,2.03031e+08,2.02943e+08,2.02857e+08,2.02773e+08,2.0269e+08,2.02609e+08,2.02529e+08,2.02451e+08,2.02375e+08,2.02301e+08,2.02228e+08,2.02157e+08,2.02088e+08,15918,16500.6,17101.2,17720,18357.4,19013.4,19688.5,20382.7,21096.3,21829.4,22582.1,23354.4,24146.4,24958.1,25789.3,26640.1,27510.2,28399.4,29307.5,30234,31178.6,32140.7,33119.9,34115.5,35126.7,36152.8,37192.8,38245.9,39310.9,40386.7,41472,42565.6,43665.9,44771.5,45880.6,46991.7,48102.9,49212.3,50317.9,51417.8,52509.7,53591.5,54660.9,55715.6,56753.3,57771.6,58768.1,59740.4,60685.9,61602.4,62487.2,63338.1,64152.7,64928.7,65664,66356.5,67003.9,67604.4,68156.2,68657.6,69106.9,69502.9,69844.3,70130,70359.1,70530.8,70644.8,70700.5,70697.9,70636.9,70517.9,70341.2,70107.5,69817.5,69472.2,69072.8,68620.6,68117,67563.6,66962.1,66314.4,65622.5,64888.4,64114.3,63302.5,62455.2,61574.6,60663.3,59723.5,58757.8,57768.4,56757.8,55728.4,54682.6,53622.5,52550.5,51468.7,50379.4,49284.5,48186,47086,45986.1,44888.2,24206.6,49301.6,75312.6,102268,130195,159124,189083,220102,252211,285440,319819,355379,392150,430162,469446,510033,551952,595233,639905,685998,733539,782556,833076,885125,938728,993908,1.05069e+06,1.10909e+06,1.16913e+06,1.23083e+06,1.2942e+06,1.35925e+06,1.42601e+06,1.49448e+06,1.56466e+06,1.63655e+06,1.71017e+06,1.78551e+06,1.86256e+06,1.94132e+06,2.02178e+06,2.10392e+06,2.18773e+06,2.27318e+06,2.36025e+06,2.44892e+06,2.53914e+06,2.63089e+06,2.72412e+06,2.8188e+06,2.91487e+06,3.01228e+06,3.11098e+06,3.21092e+06,3.31203e+06,3.41424e+06,3.51749e+06,3.6217e+06,3.72681e+06,3.83273e+06,3.93939e+06,4.0467e+06,4.15459e+06,4.26296e+06,4.37173e+06,4.48081e+06,4.59011e+06,4.69954e+06,4.80901e+06,4.91844e+06,5.02772e+06,5.13678e+06,5.24551e+06,5.35385e+06,5.46169e+06,5.56895e+06,5.67555e+06,5.78142e+06,5.88646e+06,5.99061e+06,6.0938e+06,6.19594e+06,6.29699e+06,6.39686e+06,6.49551e+06,6.59287e+06,6.68889e+06,6.78353e+06,6.87673e+06,6.96846e+06,7.05867e+06,7.14734e+06,7.23442e+06,7.3199e+06,7.40375e+06,7.48594e+06,7.56647e+06,7.64532e+06,7.72248e+06,7.79794e+06,7.87169e+06,7.94374e+06,8.0141e+06,3.60698,1.02347,0.645858,7758,10063,45879,21667,10813,23721,33838,7786,13963,18171,38451,28414,22928,30585,9353,15963,25253,46763,34538,47377,38629,30845,23561,63233,32350,62261,16265,47256,12356,33598,75046,40788,47412,23668,117851,47471,25415,17906,31106,49005,34149,27892,52394,48576,70764,41752,57036,68675,65213,30148,54035,94659,161723,61877,30655,115326,56335,23636,35288,61943,79367,28316,96329,20298,147706,66793,46829,91228,80693,87913,46116,98738,56575,77147,36112,15094,124958,35239,104266,81027,88287,58697,89373,21520,22031,26822,31274,112372,40920,141250,25849,56028,56346,33832,81667,33905,51056,45144,56852,38049,69184,34101,17011
-1210.01,0.993613,0.0137269,7,175,0,1212.14,1.48384,1.52335,0.282143,2.10108e+08,2.10083e+08,2.10057e+08,2.10031e+08,2.10003e+08,2.09974e+08,2.09944e+08,2.09912e+08,2.0988e+08,2.09846e+08,2.09811e+08,2.09775e+08,2.09738e+08,2.09699e+08,2.09658e+08,2.09616e+08,2.09573e+08,2.09528e+08,2.09481e+08,2.09433e+08,2.09383e+08,2.09332e+08,2.09278e+08,2.09223e+08,2.09166e+08,2.09107e+08,2.09047e+08,2.08984e+08,2.0892e+08,2.08853e+08,2.08784e+08,2.08714e+08,2.08641e+08,2.08566e+08,2.0849e+08,2.08411e+08,2.0833e+08,2.08246e+08,2.08161e+08,2.08073e+08,2.07984e+08,2.07892e+08,2.07798e+08,2.07702e+08,2.07604e+08,2.07504e+08,2.07402e+08,2.07298e+08,2.07192e+08,2.07085e+08,2.06975e+08,2.06864e+08,2.0675e+08,2.06636e+08,2.06519e+08,2.06402e+08,2.06282e+08,2.06162e+08,2.0604e+08,2.05917e+08,2.05794e+08,2.05669e+08,2.05543e+08,2.05417e+08,2.0529e+08,2.05163e+08,2.05035e+08,2.04907e+08,2.04779e+08,2.04651e+08,2.04524e+08,2.04396e+08,2.04269e+08,2.04142e+08,2.04016e+08,2.0389e+08,2.03765e+08,2.03642e+08,2.03519e+08,2.03397e+08,2.03277e+08,2.03158e+08,2.0304e+08,2.02924e+08,2.02809e+08,2.02696e+08,2.02584e+08,2.02475e+08,2.02367e+08,2.02261e+08,2.02157e+08,2.02055e+08,2.01954e+08,2.01856e+08,2.0176e+08,2.01666e+08,2.01574e+08,2.01484e+08,2.01397e+08,2.01311e+08,2.01228e+08,2.01146e+08,2.01067e+08,15968.6,16605.9,17265.5,17947.9,18653.6,19383,20136.6,20914.9,21718.3,22547.1,23401.7,24282.4,25189.6,26123.4,27084,28071.5,29086.1,30127.7,31196.2,32291.5,33413.4,34561.6,35735.6,36935.1,38159.2,39407.4,40678.9,41972.5,43287.4,44622.2,45975.7,47346.4,48732.6,50132.6,51544.4,52966.2,54395.6,55830.3,57267.8,58705.6,60140.8,61570.7,62992.1,64402.1,65797.4,67174.7,68530.6,69861.6,71164.3,72435.2,73670.7,74867.3,76021.5,77129.7,78188.5,79194.5,80144.6,81035.8,81865,82629.5,83326.5,83953.8,84509,84990.3,85396,85724.6,85975,86146.3,86237.9,86249.6,86181.2,86033.3,85806.2,85501,85118.8,84661,84129.2,83525.6,82852.2,82111.5,81306.1,80438.6,79512.1,78529.6,77494.3,76409.5,75278.7,74105.2,72892.5,71644.1,70363.5,69054.1,67719.4,66362.8,64987.6,63597.1,62194.4,60782.6,59364.7,57943.3,56521.4,55101.4,53685.8,23235.4,47400.4,72527.5,98650.2,125803,154020,183337,213791,245418,278256,312343,347718,384419,422486,461958,502875,545278,589207,634701,681800,730544,780973,833125,887038,942750,1.00029e+06,1.05971e+06,1.12103e+06,1.18428e+06,1.2495e+06,1.31671e+06,1.38595e+06,1.45723e+06,1.53058e+06,1.60601e+06,1.68355e+06,1.7632e+06,1.84498e+06,1.92889e+06,2.01493e+06,2.10311e+06,2.19341e+06,2.28583e+06,2.38034e+06,2.47694e+06,2.5756e+06,2.67629e+06,2.77897e+06,2.8836e+06,2.99014e+06,3.09855e+06,3.20876e+06,3.32071e+06,3.43434e+06,3.54958e+06,3.66635e+06,3.78457e+06,3.90416e+06,4.02503e+06,4.14708e+06,4.27022e+06,4.39433e+06,4.51933e+06,4.64509e+06,4.77152e+06,4.89848e+06,5.02588e+06,5.15359e+06,5.2815e+06,5.40948e+06,5.53742e+06,5.6652e+06,5.7927e+06,5.9198e+06,6.0464e+06,6.17237e+06,6.29761e+06,6.422e+06,6.54545e+06,6.66785e+06,6.7891e+06,6.90911e+06,7.02778e+06,7.14505e+06,7.26081e+06,7.375e+06,7.48755e+06,7.59838e+06,7.70745e+06,7.81468e+06,7.92005e+06,8.02349e+06,8.12496e+06,8.22444e+06,8.3219e+06,8.4173e+06,8.51063e+06,8.60187e+06,8.69101e+06,8.77804e+06,8.86297e+06,8.94578e+06,9.02649e+06,3.54431,1.02663,0.673928,5950,13890,12928,15296,2531,20172,37583,24375,24958,53521,3259,35259,6901,10087,27560,30277,27560,27588,15851,45807,43584,23210,14023,41496,47080,79751,175750,19353,21789,54316,26889,40614,31523,32973,51691,43328,71254,57086,36596,142163,30380,48830,88246,72914,29738,63084,104587,36763,49746,63976,58426,33136,65601,18424,89384,60813,92940,46798,111332,93328,123933,60969,48812,41013,132769,50862,56695,112599,95880,150331,148957,81223,92908,142100,62390,111667,144511,58838,122444,19117,90558,81052,23651,56303,101771,57421,84582,93381,68776,61497,54237,118026,62812,25782,47718,40225,58129,19647,107401,46766,73604,50757,119524
-1210.89,0.999743,0.0137269,7,151,0,1214.08,1.4792,1.51727,0.337132,2.10108e+08,2.10083e+08,2.10058e+08,2.10031e+08,2.10004e+08,2.09975e+08,2.09945e+08,2.09915e+08,2.09883e+08,2.0985e+08,2.09815e+08,2.0978e+08,2.09743e+08,2.09705e+08,2.09665e+08,2.09625e+08,2.09582e+08,2.09539e+08,2.09493e+08,2.09447e+08,2.09398e+08,2.09349e+08,2.09297e+08,2.09244e+08,2.09189e+08,2.09133e+08,2.09074e+08,2.09014e+08,2.08952e+08,2.08889e+08,2.08823e+08,2.08756e+08,2.08686e+08,2.08615e+08,2.08542e+08,2.08467e+08,2.0839e+08,2.08311e+08,2.0823e+08,2.08147e+08,2.08062e+08,2.07975e+08,2.07887e+08,2.07796e+08,2.07703e+08,2.07609e+08,2.07513e+08,2.07415e+08,2.07315e+08,2.07213e+08,2.0711e+08,2.07005e+08,2.06899e+08,2.06791e+08,2.06682e+08,2.06571e+08,2.06459e+08,2.06346e+08,2.06231e+08,2.06116e+08,2.05999e+08,2.05882e+08,2.05764e+08,2.05645e+08,2.05526e+08,2.05406e+08,2.05285e+08,2.05165e+08,2.05044e+08,2.04923e+08,2.04803e+08,2.04682e+08,2.04561e+08,2.04441e+08,2.04322e+08,2.04203e+08,2.04084e+08,2.03966e+08,2.0385e+08,2.03734e+08,2.03619e+08,2.03505e+08,2.03392e+08,2.03281e+08,2.03171e+08,2.03062e+08,2.02955e+08,2.02849e+08,2.02745e+08,2.02643e+08,2.02542e+08,2.02443e+08,2.02346e+08,2.0225e+08,2.02157e+08,2.02065e+08,2.01975e+08,2.01887e+08,2.01801e+08,2.01717e+08,2.01635e+08,2.01555e+08,2.01476e+08,15945.6,16558.2,17191.2,17845.1,18520.2,19217,19935.7,20676.9,21440.7,22227.6,23037.7,23871.3,24728.7,25609.9,26515,27444.3,28397.5,29374.8,30376,31400.8,32449.1,33520.5,34614.6,35731,36869,38027.9,39207,40405.4,41622.1,42856,44105.8,45370.4,46648.1,47937.6,49236.9,50544.5,51858.2,53176.2,54496.2,55815.9,57133,58444.9,59749,61042.7,62323.2,63587.7,64833.2,66056.7,67255.4,68425.9,69565.4,70670.8,71738.9,72767,73751.9,74690.8,75580.8,76419.3,77203.5,77931.1,78599.7,79207.2,79751.6,80231,80644,80989,81265.1,81471.2,81606.7,81671.1,81664.4,81586.4,81437.6,81218.6,80930,80573.1,80148.9,79659,79105.1,78489,77812.8,77078.7,76289.2,75446.8,74554,73613.7,72628.5,71601.5,70535.6,69433.8,68299.1,67134.5,65943.1,64727.8,63491.5,62237.2,60967.6,59685.7,58394,57095.2,55791.7,54486.1,53180.5,23146,47183.3,72141.8,98052,124945,152853,181807,211842,242989,275283,308758,343449,379391,416618,455167,495072,536370,579095,623284,668971,716191,764979,815369,867394,921087,976478,1.0336e+06,1.09248e+06,1.15314e+06,1.21562e+06,1.27993e+06,1.34611e+06,1.41416e+06,1.48412e+06,1.55599e+06,1.62979e+06,1.70552e+06,1.7832e+06,1.86284e+06,1.94442e+06,2.02796e+06,2.11344e+06,2.20086e+06,2.2902e+06,2.38144e+06,2.47457e+06,2.56955e+06,2.66636e+06,2.76496e+06,2.86531e+06,2.96738e+06,3.0711e+06,3.17643e+06,3.28331e+06,3.39168e+06,3.50148e+06,3.61262e+06,3.72505e+06,3.83868e+06,3.95342e+06,4.0692e+06,4.18592e+06,4.30349e+06,4.42182e+06,4.54082e+06,4.66037e+06,4.78038e+06,4.90075e+06,5.02137e+06,5.14214e+06,5.26295e+06,5.3837e+06,5.50428e+06,5.62459e+06,5.74452e+06,5.86398e+06,5.98285e+06,6.10105e+06,6.21848e+06,6.33505e+06,6.45066e+06,6.56522e+06,6.67866e+06,6.79089e+06,6.90183e+06,7.01142e+06,7.11959e+06,7.22627e+06,7.3314e+06,7.43492e+06,7.53679e+06,7.63696e+06,7.73539e+06,7.83204e+06,7.92687e+06,8.01986e+06,8.11099e+06,8.20022e+06,8.28755e+06,8.37297e+06,8.45646e+06,8.53802e+06,8.61765e+06,2.9662,1.02574,0.676042,18788,14856,11759,17639,21510,5900,20367,21087,28702,29970,14880,30755,12198,6179,42218,11575,11828,56165,73668,7170,40868,29076,37899,59815,37848,37896,55466,49982,27755,50949,49793,28963,48669,12660,53876,20448,7276,24933,23252,38189,32668,34570,48517,67740,44084,75978,24555,125969,51660,157679,30935,34128,171122,40241,39383,80003,102639,38329,168660,30237,189409,45738,61628,109687,30789,67237,25354,27351,22625,31555,72849,137231,71319,116344,50968,93462,58116,40607,98438,63540,58733,61196,164370,110695,74801,124967,117240,60867,70822,49385,44760,49007,110524,90938,33471,49730,38790,52206,238074,50563,58011,69955,21703
