# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = basic_SIR_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = /var/folders/b3/ljynthyj3ybc9hscwx_wgr440000gp/T/RtmpOSOaqQ/standata-c7f76f041cc0.json
# init = 2 (Default)
# random
#   seed = 348327727
# output
#   file = /var/folders/b3/ljynthyj3ybc9hscwx_wgr440000gp/T/RtmpOSOaqQ/basic-SIR-202104141116-3-52183c.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 v2.26.1
# stancflags = --name=basic-SIR_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma,beta,phi_inv,y.1.1,y.2.1,y.3.1,y.4.1,y.5.1,y.6.1,y.7.1,y.8.1,y.9.1,y.10.1,y.11.1,y.12.1,y.13.1,y.14.1,y.15.1,y.16.1,y.17.1,y.18.1,y.19.1,y.20.1,y.21.1,y.22.1,y.23.1,y.24.1,y.25.1,y.26.1,y.27.1,y.28.1,y.29.1,y.30.1,y.31.1,y.32.1,y.33.1,y.34.1,y.35.1,y.36.1,y.37.1,y.38.1,y.39.1,y.40.1,y.41.1,y.42.1,y.43.1,y.44.1,y.45.1,y.46.1,y.47.1,y.48.1,y.49.1,y.50.1,y.51.1,y.52.1,y.53.1,y.54.1,y.55.1,y.56.1,y.57.1,y.58.1,y.59.1,y.60.1,y.61.1,y.62.1,y.63.1,y.64.1,y.65.1,y.66.1,y.67.1,y.68.1,y.69.1,y.70.1,y.71.1,y.72.1,y.73.1,y.74.1,y.75.1,y.76.1,y.77.1,y.78.1,y.79.1,y.80.1,y.81.1,y.82.1,y.83.1,y.84.1,y.85.1,y.86.1,y.87.1,y.88.1,y.89.1,y.90.1,y.91.1,y.92.1,y.93.1,y.94.1,y.95.1,y.96.1,y.97.1,y.98.1,y.99.1,y.100.1,y.101.1,y.102.1,y.103.1,y.1.2,y.2.2,y.3.2,y.4.2,y.5.2,y.6.2,y.7.2,y.8.2,y.9.2,y.10.2,y.11.2,y.12.2,y.13.2,y.14.2,y.15.2,y.16.2,y.17.2,y.18.2,y.19.2,y.20.2,y.21.2,y.22.2,y.23.2,y.24.2,y.25.2,y.26.2,y.27.2,y.28.2,y.29.2,y.30.2,y.31.2,y.32.2,y.33.2,y.34.2,y.35.2,y.36.2,y.37.2,y.38.2,y.39.2,y.40.2,y.41.2,y.42.2,y.43.2,y.44.2,y.45.2,y.46.2,y.47.2,y.48.2,y.49.2,y.50.2,y.51.2,y.52.2,y.53.2,y.54.2,y.55.2,y.56.2,y.57.2,y.58.2,y.59.2,y.60.2,y.61.2,y.62.2,y.63.2,y.64.2,y.65.2,y.66.2,y.67.2,y.68.2,y.69.2,y.70.2,y.71.2,y.72.2,y.73.2,y.74.2,y.75.2,y.76.2,y.77.2,y.78.2,y.79.2,y.80.2,y.81.2,y.82.2,y.83.2,y.84.2,y.85.2,y.86.2,y.87.2,y.88.2,y.89.2,y.90.2,y.91.2,y.92.2,y.93.2,y.94.2,y.95.2,y.96.2,y.97.2,y.98.2,y.99.2,y.100.2,y.101.2,y.102.2,y.103.2,y.1.3,y.2.3,y.3.3,y.4.3,y.5.3,y.6.3,y.7.3,y.8.3,y.9.3,y.10.3,y.11.3,y.12.3,y.13.3,y.14.3,y.15.3,y.16.3,y.17.3,y.18.3,y.19.3,y.20.3,y.21.3,y.22.3,y.23.3,y.24.3,y.25.3,y.26.3,y.27.3,y.28.3,y.29.3,y.30.3,y.31.3,y.32.3,y.33.3,y.34.3,y.35.3,y.36.3,y.37.3,y.38.3,y.39.3,y.40.3,y.41.3,y.42.3,y.43.3,y.44.3,y.45.3,y.46.3,y.47.3,y.48.3,y.49.3,y.50.3,y.51.3,y.52.3,y.53.3,y.54.3,y.55.3,y.56.3,y.57.3,y.58.3,y.59.3,y.60.3,y.61.3,y.62.3,y.63.3,y.64.3,y.65.3,y.66.3,y.67.3,y.68.3,y.69.3,y.70.3,y.71.3,y.72.3,y.73.3,y.74.3,y.75.3,y.76.3,y.77.3,y.78.3,y.79.3,y.80.3,y.81.3,y.82.3,y.83.3,y.84.3,y.85.3,y.86.3,y.87.3,y.88.3,y.89.3,y.90.3,y.91.3,y.92.3,y.93.3,y.94.3,y.95.3,y.96.3,y.97.3,y.98.3,y.99.3,y.100.3,y.101.3,y.102.3,y.103.3,phi,R0,recovery_time,pred_cases.1,pred_cases.2,pred_cases.3,pred_cases.4,pred_cases.5,pred_cases.6,pred_cases.7,pred_cases.8,pred_cases.9,pred_cases.10,pred_cases.11,pred_cases.12,pred_cases.13,pred_cases.14,pred_cases.15,pred_cases.16,pred_cases.17,pred_cases.18,pred_cases.19,pred_cases.20,pred_cases.21,pred_cases.22,pred_cases.23,pred_cases.24,pred_cases.25,pred_cases.26,pred_cases.27,pred_cases.28,pred_cases.29,pred_cases.30,pred_cases.31,pred_cases.32,pred_cases.33,pred_cases.34,pred_cases.35,pred_cases.36,pred_cases.37,pred_cases.38,pred_cases.39,pred_cases.40,pred_cases.41,pred_cases.42,pred_cases.43,pred_cases.44,pred_cases.45,pred_cases.46,pred_cases.47,pred_cases.48,pred_cases.49,pred_cases.50,pred_cases.51,pred_cases.52,pred_cases.53,pred_cases.54,pred_cases.55,pred_cases.56,pred_cases.57,pred_cases.58,pred_cases.59,pred_cases.60,pred_cases.61,pred_cases.62,pred_cases.63,pred_cases.64,pred_cases.65,pred_cases.66,pred_cases.67,pred_cases.68,pred_cases.69,pred_cases.70,pred_cases.71,pred_cases.72,pred_cases.73,pred_cases.74,pred_cases.75,pred_cases.76,pred_cases.77,pred_cases.78,pred_cases.79,pred_cases.80,pred_cases.81,pred_cases.82,pred_cases.83,pred_cases.84,pred_cases.85,pred_cases.86,pred_cases.87,pred_cases.88,pred_cases.89,pred_cases.90,pred_cases.91,pred_cases.92,pred_cases.93,pred_cases.94,pred_cases.95,pred_cases.96,pred_cases.97,pred_cases.98,pred_cases.99,pred_cases.100,pred_cases.101,pred_cases.102,pred_cases.103
# Adaptation terminated
# Step size = 0.0148236
# Diagonal elements of inverse mass matrix:
# 0.00294048, 0.00293337, 0.0144567
-1211.16,0.987841,0.0148236,7,147,0,1212.15,1.57361,1.61676,0.274471,2.10106e+08,2.1008e+08,2.10052e+08,2.10024e+08,2.09993e+08,2.09962e+08,2.09929e+08,2.09895e+08,2.0986e+08,2.09823e+08,2.09785e+08,2.09745e+08,2.09703e+08,2.0966e+08,2.09614e+08,2.09568e+08,2.09519e+08,2.09468e+08,2.09416e+08,2.09361e+08,2.09305e+08,2.09246e+08,2.09185e+08,2.09122e+08,2.09057e+08,2.08989e+08,2.08919e+08,2.08847e+08,2.08773e+08,2.08695e+08,2.08616e+08,2.08534e+08,2.08449e+08,2.08362e+08,2.08272e+08,2.0818e+08,2.08085e+08,2.07988e+08,2.07888e+08,2.07785e+08,2.0768e+08,2.07572e+08,2.07462e+08,2.0735e+08,2.07235e+08,2.07117e+08,2.06998e+08,2.06876e+08,2.06752e+08,2.06626e+08,2.06498e+08,2.06368e+08,2.06237e+08,2.06103e+08,2.05969e+08,2.05832e+08,2.05695e+08,2.05556e+08,2.05417e+08,2.05276e+08,2.05135e+08,2.04994e+08,2.04852e+08,2.04709e+08,2.04567e+08,2.04425e+08,2.04283e+08,2.04141e+08,2.04e+08,2.03859e+08,2.03719e+08,2.03581e+08,2.03443e+08,2.03307e+08,2.03172e+08,2.03038e+08,2.02906e+08,2.02776e+08,2.02648e+08,2.02522e+08,2.02397e+08,2.02275e+08,2.02155e+08,2.02037e+08,2.01922e+08,2.01808e+08,2.01698e+08,2.0159e+08,2.01484e+08,2.0138e+08,2.0128e+08,2.01181e+08,2.01086e+08,2.00993e+08,2.00902e+08,2.00814e+08,2.00729e+08,2.00646e+08,2.00565e+08,2.00487e+08,2.00411e+08,2.00338e+08,2.00267e+08,16026.6,16726.4,17453.1,18207.4,18990.1,19801.7,20642.9,21514.3,22416.6,23350.1,24315.5,25313.2,26343.5,27406.7,28503.3,29633.1,30796.5,31993.3,33223.4,34486.6,35782.6,37110.8,38470.6,39861.3,41281.8,42731.1,44208,45710.9,47238.1,48788,50358.3,51946.8,53551.1,55168.5,56796.1,58430.7,60069.1,61707.9,63343.2,64971.1,66587.7,68188.7,69769.7,71326.2,72853.6,74347.2,75802.4,77214.4,78578.4,79889.5,81143.2,82334.8,83459.9,84514.4,85494,86394.9,87213.4,87946.2,88590.4,89143.2,89602.3,89966,90232.5,90400.9,90470.4,90440.9,90312.6,90086,89762.2,89342.7,88829.3,88224.3,87530.4,86750.5,85887.9,84946,83928.7,82840,81684.2,80465.7,79189,77858.7,76479.4,75055.7,73592.5,72094.4,70566,69011.8,67436.3,65843.9,64238.5,62624.4,61005.3,59385,57766.8,56154.2,54550.1,52957.6,51379.2,49817.4,48274.6,46752.8,45253.9,24686.2,50452.8,77341.7,105396,134659,165177,196995,230160,264721,300726,338226,377269,417909,460195,504181,549919,597460,646859,698167,751437,806721,864070,923534,985162,1.049e+06,1.1151e+06,1.1835e+06,1.25424e+06,1.32737e+06,1.40293e+06,1.48093e+06,1.56142e+06,1.64443e+06,1.72997e+06,1.81806e+06,1.90872e+06,2.00196e+06,2.09777e+06,2.19616e+06,2.29712e+06,2.40063e+06,2.50668e+06,2.61523e+06,2.72624e+06,2.83969e+06,2.95551e+06,3.07366e+06,3.19406e+06,3.31664e+06,3.44133e+06,3.56804e+06,3.69667e+06,3.82713e+06,3.9593e+06,4.09308e+06,4.22833e+06,4.36494e+06,4.50276e+06,4.64167e+06,4.78153e+06,4.92218e+06,5.06348e+06,5.20527e+06,5.34741e+06,5.48973e+06,5.63208e+06,5.77431e+06,5.91626e+06,6.05778e+06,6.19871e+06,6.33891e+06,6.47823e+06,6.61653e+06,6.75366e+06,6.8895e+06,7.02393e+06,7.15681e+06,7.28803e+06,7.41749e+06,7.54508e+06,7.6707e+06,7.79427e+06,7.91571e+06,8.03495e+06,8.15191e+06,8.26654e+06,8.37879e+06,8.48861e+06,8.59597e+06,8.70084e+06,8.80319e+06,8.90301e+06,9.00028e+06,9.095e+06,9.18718e+06,9.27681e+06,9.36391e+06,9.4485e+06,9.53059e+06,9.61021e+06,9.68738e+06,9.76215e+06,9.83454e+06,3.64338,1.02742,0.635483,13194,9591,16453,18415,22700,9210,15911,31239,16163,32856,30073,33785,20062,32685,19303,15853,21741,30520,42911,56931,15553,18811,71077,27950,17467,23309,23867,35474,80468,70974,108680,10964,62651,33523,24344,129186,92943,29024,78224,69579,136288,34829,62989,142808,121369,45360,50378,90953,129833,39324,23822,72907,132200,83711,31595,143432,73357,23186,140700,57052,58309,111268,43780,80640,117696,11683,86077,144733,142450,63355,56692,60393,48318,61540,119870,91512,81259,94458,18575,43751,32878,47551,80689,34311,39883,52196,38348,41442,49173,102938,36322,31988,70874,30208,69512,93158,47540,18807,52075,55872,59272,39489,12597
-1210.92,0.994288,0.0148236,8,511,0,1211.47,1.50078,1.54186,0.304656,2.10108e+08,2.10082e+08,2.10056e+08,2.10029e+08,2.10001e+08,2.09971e+08,2.0994e+08,2.09908e+08,2.09875e+08,2.0984e+08,2.09805e+08,2.09767e+08,2.09728e+08,2.09688e+08,2.09646e+08,2.09603e+08,2.09558e+08,2.09511e+08,2.09463e+08,2.09412e+08,2.0936e+08,2.09306e+08,2.09251e+08,2.09193e+08,2.09133e+08,2.09071e+08,2.09008e+08,2.08942e+08,2.08874e+08,2.08803e+08,2.08731e+08,2.08656e+08,2.0858e+08,2.085e+08,2.08419e+08,2.08335e+08,2.08249e+08,2.0816e+08,2.0807e+08,2.07977e+08,2.07881e+08,2.07783e+08,2.07683e+08,2.07581e+08,2.07476e+08,2.07369e+08,2.0726e+08,2.07149e+08,2.07036e+08,2.06921e+08,2.06804e+08,2.06685e+08,2.06564e+08,2.06441e+08,2.06317e+08,2.06191e+08,2.06064e+08,2.05935e+08,2.05805e+08,2.05674e+08,2.05542e+08,2.0541e+08,2.05276e+08,2.05142e+08,2.05007e+08,2.04872e+08,2.04737e+08,2.04601e+08,2.04466e+08,2.04331e+08,2.04196e+08,2.04061e+08,2.03927e+08,2.03794e+08,2.03662e+08,2.0353e+08,2.034e+08,2.03271e+08,2.03143e+08,2.03016e+08,2.02891e+08,2.02768e+08,2.02646e+08,2.02526e+08,2.02408e+08,2.02292e+08,2.02177e+08,2.02065e+08,2.01955e+08,2.01847e+08,2.01741e+08,2.01637e+08,2.01536e+08,2.01437e+08,2.0134e+08,2.01245e+08,2.01153e+08,2.01063e+08,2.00975e+08,2.0089e+08,2.00807e+08,2.00726e+08,2.00648e+08,15993.7,16658.1,17346.8,18060.5,18799.7,19565,20357,21176.1,22022.9,22897.9,23801.5,24734.1,25696,26687.7,27709.2,28760.9,29842.8,30954.9,32097.3,33269.8,34472.2,35704.2,36965.3,38255.1,39572.8,40917.6,42288.7,43684.9,45105.1,46547.8,48011.5,49494.6,50995,52511,54040.1,55580,57128.2,58681.9,60238.2,61794.2,63346.4,64891.7,66426.4,67947,69449.5,70930.3,72385.2,73810.5,75201.8,76555.3,77866.7,79131.9,80346.8,81507.5,82610.1,83650.9,84626.2,85532.6,86366.8,87125.7,87806.5,88406.6,88923.9,89356.5,89702.5,89960.9,90130.4,90210.7,90201.4,90102.6,89914.7,89638.6,89275.4,88826.6,88293.9,87679.6,86985.9,86215.6,85371.5,84456.8,83474.8,82429,81323.1,80161,78946.4,77683.5,76376,75028.1,73644,72227.5,70782.6,69313.4,67823.7,66317.1,64797.4,63268.1,61732.5,60194,58655.5,57120.2,55590.7,54069.6,52559.4,23519.3,48017.8,73531.7,100098,127754,156539,186493,217656,250068,283773,318812,355229,393067,432372,473187,515558,559529,605147,652457,701504,752333,804990,859517,915958,974355,1.03475e+06,1.09718e+06,1.16169e+06,1.22832e+06,1.29709e+06,1.36805e+06,1.44121e+06,1.51662e+06,1.59428e+06,1.67424e+06,1.75649e+06,1.84107e+06,1.92797e+06,2.01721e+06,2.10878e+06,2.20268e+06,2.29891e+06,2.39745e+06,2.49829e+06,2.60139e+06,2.70673e+06,2.81428e+06,2.92399e+06,3.03581e+06,3.14969e+06,3.26557e+06,3.38339e+06,3.50307e+06,3.62453e+06,3.74769e+06,3.87245e+06,3.99874e+06,4.12643e+06,4.25543e+06,4.38563e+06,4.51691e+06,4.64914e+06,4.78222e+06,4.91601e+06,5.05039e+06,5.18522e+06,5.32037e+06,5.4557e+06,5.59109e+06,5.7264e+06,5.8615e+06,5.99624e+06,6.13051e+06,6.26417e+06,6.39709e+06,6.52914e+06,6.66022e+06,6.7902e+06,6.91896e+06,7.04641e+06,7.17243e+06,7.29693e+06,7.41982e+06,7.541e+06,7.6604e+06,7.77794e+06,7.89355e+06,8.00716e+06,8.11873e+06,8.22819e+06,8.33551e+06,8.44064e+06,8.54355e+06,8.64421e+06,8.7426e+06,8.8387e+06,8.9325e+06,9.02399e+06,9.11317e+06,9.20005e+06,9.28463e+06,9.36691e+06,9.44692e+06,3.28239,1.02738,0.666321,9003,19845,27080,2887,25149,20657,7114,12696,19844,14645,38295,27737,14156,18917,30790,16015,24473,10779,30304,21820,50699,32998,44980,59918,75632,42290,50260,14162,28744,62744,74414,18747,19230,49643,29321,135171,11186,87723,39865,54286,21053,28589,40328,44349,100762,48588,109653,59621,87424,57022,7140,62526,36641,26182,36826,101201,16968,48715,130188,45697,46818,12579,145706,55348,114137,113550,34979,75363,89551,25533,44200,74924,33622,45698,87310,145266,121499,114858,105285,60165,70184,129886,56366,99108,43723,28764,29633,99500,42180,27438,125533,25461,147732,42487,92140,97961,75751,31548,45385,29345,8379,19940,23024
-1210.06,0.954255,0.0148236,6,123,0,1214.17,1.53486,1.57587,0.268681,2.10107e+08,2.10081e+08,2.10055e+08,2.10027e+08,2.09998e+08,2.09968e+08,2.09936e+08,2.09903e+08,2.0987e+08,2.09834e+08,2.09798e+08,2.09759e+08,2.0972e+08,2.09679e+08,2.09636e+08,2.09592e+08,2.09546e+08,2.09498e+08,2.09449e+08,2.09398e+08,2.09345e+08,2.0929e+08,2.09233e+08,2.09174e+08,2.09114e+08,2.09051e+08,2.08986e+08,2.08919e+08,2.0885e+08,2.08779e+08,2.08705e+08,2.0863e+08,2.08552e+08,2.08472e+08,2.08389e+08,2.08304e+08,2.08217e+08,2.08128e+08,2.08036e+08,2.07942e+08,2.07846e+08,2.07748e+08,2.07647e+08,2.07544e+08,2.07439e+08,2.07331e+08,2.07222e+08,2.07111e+08,2.06997e+08,2.06882e+08,2.06764e+08,2.06645e+08,2.06525e+08,2.06402e+08,2.06279e+08,2.06153e+08,2.06027e+08,2.05899e+08,2.0577e+08,2.0564e+08,2.0551e+08,2.05378e+08,2.05246e+08,2.05114e+08,2.04981e+08,2.04848e+08,2.04715e+08,2.04581e+08,2.04449e+08,2.04316e+08,2.04184e+08,2.04052e+08,2.03921e+08,2.03791e+08,2.03662e+08,2.03534e+08,2.03407e+08,2.03281e+08,2.03157e+08,2.03034e+08,2.02913e+08,2.02794e+08,2.02676e+08,2.0256e+08,2.02446e+08,2.02334e+08,2.02224e+08,2.02116e+08,2.0201e+08,2.01906e+08,2.01805e+08,2.01705e+08,2.01608e+08,2.01513e+08,2.01421e+08,2.0133e+08,2.01242e+08,2.01157e+08,2.01073e+08,2.00992e+08,2.00913e+08,2.00836e+08,2.00762e+08,15992.4,16655.4,17342.3,18054,18790.8,19553.3,20342.1,21157.7,22000.4,22870.8,23769.1,24695.9,25651.3,26635.6,27649,28691.6,29763.4,30864.5,31994.6,33153.6,34341.2,35557,36800.4,38070.8,39367.4,40689.4,42035.6,43404.9,44796,46207.3,47637.2,49084,50545.5,52019.8,53504.4,54996.9,56494.6,57994.7,59494.2,60990.1,62479,63957.5,65422.2,66869.2,68295,69695.5,71067.1,72405.6,73707.2,74967.9,76183.8,77350.7,78464.9,79522.6,80520.3,81454.3,82321.5,83118.7,83842.8,84491.2,85061.5,85551.5,85959.3,86283.5,86522.7,86676.1,86743.2,86723.6,86617.7,86425.7,86148.6,85787.5,85343.9,84819.4,84216.4,83537,82783.9,81960,81068.3,80112.1,79094.7,78019.8,76891.1,75712.4,74487.5,73220.3,71914.7,70574.7,69204,67806.7,66386.4,64947,63492,62024.9,60549.2,59068,57584.6,56101.8,54622.6,53149.5,51685,50231.6,48791.4,24052.4,49104.2,75191.9,102353,130625,160048,190662,222506,255624,290055,325845,363034,401669,441791,483447,526681,571537,618061,666297,716289,768083,821722,877248,934703,994128,1.05556e+06,1.11904e+06,1.18461e+06,1.2523e+06,1.32213e+06,1.39415e+06,1.46837e+06,1.54483e+06,1.62354e+06,1.70452e+06,1.78779e+06,1.87335e+06,1.96121e+06,2.05137e+06,2.14384e+06,2.23859e+06,2.33563e+06,2.43492e+06,2.53644e+06,2.64017e+06,2.74608e+06,2.85411e+06,2.96421e+06,3.07635e+06,3.19045e+06,3.30646e+06,3.42429e+06,3.54388e+06,3.66513e+06,3.78796e+06,3.91227e+06,4.03796e+06,4.16494e+06,4.29308e+06,4.42227e+06,4.5524e+06,4.68334e+06,4.81498e+06,4.94717e+06,5.0798e+06,5.21273e+06,5.34583e+06,5.47896e+06,5.612e+06,5.74481e+06,5.87725e+06,6.00921e+06,6.14056e+06,6.27115e+06,6.40089e+06,6.52964e+06,6.65728e+06,6.78372e+06,6.90884e+06,7.03254e+06,7.15473e+06,7.27531e+06,7.3942e+06,7.51132e+06,7.62659e+06,7.73995e+06,7.85134e+06,7.96069e+06,8.06797e+06,8.17312e+06,8.2761e+06,8.37689e+06,8.47546e+06,8.57179e+06,8.66586e+06,8.75766e+06,8.84718e+06,8.93442e+06,9.0194e+06,9.1021e+06,9.18256e+06,9.26077e+06,9.33676e+06,3.72189,1.02672,0.651527,12878,10854,24764,34526,11617,26573,34767,28799,80414,41207,33424,46061,13716,61053,5187,36830,49726,42566,22189,13861,27442,18982,59875,25543,40147,46676,42466,47286,25103,81916,59044,14398,41964,18962,40923,44244,19480,57529,35400,35200,23300,114284,44178,27411,69030,99609,40639,80468,54721,64529,120006,75115,79503,47744,69558,60983,141563,82737,52807,174843,54540,98513,31576,95144,142064,86099,119621,60776,143667,57558,70953,44071,47837,46074,187996,40045,44122,99259,128594,100569,84459,86105,52462,22442,93717,72166,49296,86449,34710,66036,44274,43913,42439,62540,117949,62043,26744,137176,65298,89972,44053,42615,11323
-1210.33,0.993312,0.0148236,7,175,0,1210.85,1.46048,1.49974,0.277247,2.10108e+08,2.10084e+08,2.10059e+08,2.10032e+08,2.10005e+08,2.09976e+08,2.09947e+08,2.09916e+08,2.09884e+08,2.09851e+08,2.09817e+08,2.09781e+08,2.09744e+08,2.09706e+08,2.09666e+08,2.09625e+08,2.09582e+08,2.09538e+08,2.09493e+08,2.09445e+08,2.09396e+08,2.09346e+08,2.09294e+08,2.0924e+08,2.09184e+08,2.09126e+08,2.09066e+08,2.09005e+08,2.08942e+08,2.08876e+08,2.08809e+08,2.0874e+08,2.08669e+08,2.08595e+08,2.0852e+08,2.08442e+08,2.08363e+08,2.08281e+08,2.08197e+08,2.08111e+08,2.08023e+08,2.07933e+08,2.07841e+08,2.07746e+08,2.0765e+08,2.07551e+08,2.07451e+08,2.07348e+08,2.07244e+08,2.07138e+08,2.0703e+08,2.0692e+08,2.06808e+08,2.06695e+08,2.0658e+08,2.06463e+08,2.06345e+08,2.06226e+08,2.06105e+08,2.05983e+08,2.05861e+08,2.05737e+08,2.05612e+08,2.05486e+08,2.0536e+08,2.05233e+08,2.05106e+08,2.04978e+08,2.04851e+08,2.04723e+08,2.04595e+08,2.04467e+08,2.04339e+08,2.04212e+08,2.04085e+08,2.03959e+08,2.03834e+08,2.03709e+08,2.03585e+08,2.03463e+08,2.03341e+08,2.03221e+08,2.03101e+08,2.02984e+08,2.02867e+08,2.02753e+08,2.02639e+08,2.02528e+08,2.02418e+08,2.0231e+08,2.02204e+08,2.021e+08,2.01997e+08,2.01897e+08,2.01799e+08,2.01702e+08,2.01608e+08,2.01516e+08,2.01426e+08,2.01338e+08,2.01252e+08,2.01168e+08,2.01086e+08,15964.7,16597.9,17253.1,17930.9,18631.8,19356.1,20104.5,20877.4,21675.1,22498,23346.6,24221.2,25122,26049.4,27003.4,27984.4,28992.3,30027.2,31089,32177.8,33293.2,34435.1,35603.1,36796.7,38015.5,39258.7,40525.5,41815.3,43126.8,44459.1,45810.9,47180.8,48567.3,49968.8,51383.4,52809.2,54244.1,55686,57132.5,58581,60028.9,61473.6,62912,64341.3,65758.2,67159.6,68542.2,69902.6,71237.4,72543.1,73816.3,75053.4,76251,77405.4,78513.2,79571.1,80575.8,81524.1,82413.1,83239.8,84001.3,84695.2,85319.1,85870.8,86348.4,86750.3,87075.1,87321.6,87489.1,87576.9,87584.8,87512.8,87361.2,87130.7,86822,86436.3,85975.2,85440.2,84833.3,84156.7,83412.8,82604,81733.2,80803.1,79817,78777.8,77689,76553.9,75375.9,74158.3,72904.6,71618.3,70302.9,68961.7,67598.2,66215.6,64817.2,63406.2,61985.4,60558,59126.8,57694.3,56263.4,22866.9,46642.7,71359.3,97049.4,123746,151484,180296,210220,241291,273545,307019,341752,377781,415145,453884,494035,535638,578733,623359,669556,717362,766817,817959,870826,925454,981879,1.04014e+06,1.10026e+06,1.16229e+06,1.22625e+06,1.29216e+06,1.36007e+06,1.42998e+06,1.50194e+06,1.57595e+06,1.65203e+06,1.73021e+06,1.81048e+06,1.89286e+06,1.97736e+06,2.06398e+06,2.1527e+06,2.24354e+06,2.33646e+06,2.43147e+06,2.52853e+06,2.62763e+06,2.72873e+06,2.8318e+06,2.9368e+06,3.04368e+06,3.1524e+06,3.26289e+06,3.3751e+06,3.48897e+06,3.60441e+06,3.72136e+06,3.83974e+06,3.95947e+06,4.08044e+06,4.20257e+06,4.32577e+06,4.44993e+06,4.57495e+06,4.70072e+06,4.82713e+06,4.95408e+06,5.08144e+06,5.2091e+06,5.33696e+06,5.46488e+06,5.59275e+06,5.72046e+06,5.84789e+06,5.97492e+06,6.10145e+06,6.22737e+06,6.35255e+06,6.4769e+06,6.60031e+06,6.72268e+06,6.84392e+06,6.96394e+06,7.08264e+06,7.19993e+06,7.31575e+06,7.43002e+06,7.54266e+06,7.65361e+06,7.76281e+06,7.8702e+06,7.97574e+06,8.07938e+06,8.18108e+06,8.28081e+06,8.37853e+06,8.47421e+06,8.56785e+06,8.65942e+06,8.7489e+06,8.8363e+06,8.92161e+06,9.00483e+06,3.60689,1.02688,0.684705,7606,16452,11810,27788,16904,36087,10685,28215,10678,14571,12717,19206,20003,14309,15174,5229,9637,12454,25481,24245,27955,28146,29410,46779,39479,10762,18658,48591,20932,60661,23154,66141,56877,9966,42297,15176,47503,66173,52201,46323,112830,52593,41278,59546,35061,30006,95959,74673,73718,105385,44006,96524,22246,48512,70241,117109,159574,70334,55457,19296,50003,97153,141442,87002,109269,38646,107626,59725,126276,35236,107567,152509,66975,50054,54607,175552,55441,75232,16044,45525,145100,73932,85494,100000,76594,71763,130883,27414,59306,37296,79467,48977,41648,117013,44127,40133,18088,108522,11069,32057,41523,65805,42708
